User Rating,User Review,User Name,Review Date,DateOfReview,FinalText,FinalTextSentimentNegative,FinalTextSentimentPositive,FinalTextSentimentNeutral,FinalTextSentimentCompound,FinalTextSentiment,UserReviewSentimentNegative,UserReviewSentimentPositive,UserReviewSentimentNeutral,UserReviewSentimentCompound,UserReviewSentiment
4.0,nice product,Flipkart Customer,4months ago,2020-04-03,nice product,0.0,0.737,0.263,0.4215,pos,0.0,0.737,0.263,0.4215,pos
5.0,Good one,rajesh rath,4months ago,2020-04-03,Good one,0.0,0.744,0.256,0.4404,pos,0.0,0.744,0.256,0.4404,pos
3.0,good,Mohammed Ansal K P,4months ago,2020-04-03,good,0.0,1.0,0.0,0.4404,pos,0.0,1.0,0.0,0.4404,pos
3.0,Thank you Flipkart,Flipkart Customer,4months ago,2020-04-03,Thank Flipkart,0.0,0.714,0.286,0.3612,pos,0.0,0.556,0.444,0.3612,pos
5.0,Good,Flipkart Customer,4months ago,2020-04-03,Good,0.0,1.0,0.0,0.4404,pos,0.0,1.0,0.0,0.4404,pos
5.0,Excellent performance,Sujitkumar Chougule,4months ago,2020-04-03,Excellent performance,0.0,0.787,0.213,0.5719,pos,0.0,0.787,0.213,0.5719,pos
4.0,Super product,Flipkart Customer,4months ago,2020-04-03,Super product,0.0,0.796,0.204,0.5994,pos,0.0,0.796,0.204,0.5994,pos
3.0,Good,Flipkart Customer,4months ago,2020-04-03,Good,0.0,1.0,0.0,0.4404,pos,0.0,1.0,0.0,0.4404,pos
5.0,Super fast express,farook  khan,4months ago,2020-04-03,Super fast express,0.0,0.661,0.339,0.5994,pos,0.0,0.661,0.339,0.5994,pos
4.0,Beautiful Design.,Praveen Kumar,4months ago,2020-04-03,Beautiful Design,0.0,0.796,0.204,0.5994,neu,0.0,0.796,0.204,0.5994,neu
4.0,Not Bad Good Product ,Mr.Virendra Bind,4months ago,2020-04-03,Not Bad Good Product,0.332,0.393,0.276,0.1139,neu,0.332,0.393,0.276,0.1139,neu
5.0,Nice products very low price compare with local shop,Abu Bhakkar,4months ago,2020-04-03,Nice product low price compare local shop,0.212,0.283,0.505,0.1779,pos,0.196,0.23,0.574,0.1045,pos
5.0,product is very good.,Flipkart Customer,4months ago,2020-04-03,product good,0.0,0.744,0.256,0.4404,pos,0.0,0.516,0.484,0.4927,pos
5.0,Nice,G Sangeetha,4months ago,2020-04-03,Nice,0.0,1.0,0.0,0.4215,pos,0.0,1.0,0.0,0.4215,pos
4.0,Good product &cheep and best product,Flipkart Customer,4months ago,2020-04-03,Good product cheep best product,0.0,0.703,0.297,0.7964,pos,0.0,0.64,0.36,0.7964,pos
5.0,Nice products,Lourde Samy,4months ago,2020-04-03,Nice product,0.0,0.737,0.263,0.4215,pos,0.0,0.737,0.263,0.4215,pos
5.0,super,Flipkart Customer,4months ago,2020-04-03,super,0.0,1.0,0.0,0.5994,pos,0.0,1.0,0.0,0.5994,pos
5.0,Good Quality Product !,AKHIL DEV,4months ago,2020-04-03,Good Quality Product,0.0,0.592,0.408,0.4404,neu,0.0,0.516,0.484,0.4926,neu
4.0,must buy,Flipkart Customer,4months ago,2020-04-03,must buy,0.0,0.0,1.0,0.0,pos,0.0,0.0,1.0,0.0,pos
4.0,Good,Thota Ramesh,4months ago,2020-04-03,Good,0.0,1.0,0.0,0.4404,pos,0.0,1.0,0.0,0.4404,pos
5.0,One of the best product,Muthukumaran Muthukumaran,4months ago,2020-04-03,One best product,0.0,0.677,0.323,0.6369,pos,0.0,0.512,0.488,0.6369,pos
5.0,Good product,Ommer Khan,4months ago,2020-04-03,Good product,0.0,0.744,0.256,0.4404,pos,0.0,0.744,0.256,0.4404,pos
3.0,So much better,Raja  Raja,4months ago,2020-04-03,So much good,0.0,0.614,0.386,0.4902,pos,0.0,0.614,0.386,0.4902,pos
5.0,Good,Ratnesh  Kumar,4months ago,2020-04-03,Good,0.0,1.0,0.0,0.4404,pos,0.0,1.0,0.0,0.4404,pos
4.0,amazing,Attili Ganesh,4months ago,2020-04-03,amaze,0.0,1.0,0.0,0.5423,pos,0.0,1.0,0.0,0.5859,pos
5.0,Super mix,Flipkart Customer,4months ago,2020-04-03,Super mix,0.0,0.796,0.204,0.5994,pos,0.0,0.796,0.204,0.5994,pos
3.0,Very good,Jayaramu  Karuppaiya,4months ago,2020-04-03,Very good,0.0,0.762,0.238,0.4927,pos,0.0,0.762,0.238,0.4927,pos
4.0,Nice,Butti Venkatesh ,4months ago,2020-04-03,Nice,0.0,1.0,0.0,0.4215,pos,0.0,1.0,0.0,0.4215,pos
5.0,good product,Flipkart Customer,4months ago,2020-04-03,good product,0.0,0.744,0.256,0.4404,pos,0.0,0.744,0.256,0.4404,pos
5.0,good,Sindhu Sri,4months ago,2020-04-03,good,0.0,1.0,0.0,0.4404,pos,0.0,1.0,0.0,0.4404,pos
5.0,Very good product,Abul Hussain,4months ago,2020-04-03,Very good product,0.0,0.615,0.385,0.4927,pos,0.0,0.615,0.385,0.4927,pos
4.0,Good product with this price range,Debasish Bihari,4months ago,2020-04-03,Good product price range,0.0,0.492,0.508,0.4404,neu,0.0,0.367,0.633,0.4404,neu
4.0,Ny,Flipkart Customer,4months ago,2020-04-03,Ny,0.0,0.0,1.0,0.0,pos,0.0,0.0,1.0,0.0,pos
4.0,Highly recommend for family of unto 4..  500w performance is like 750watt!,Fahim Kittur,4months ago,2020-04-03,Highly recommend family unto 4 500w performance like 750watt,0.0,0.431,0.569,0.6478,pos,0.0,0.358,0.642,0.6793,pos
4.0,Good,Flipkart Customer,4months ago,2020-04-03,Good,0.0,1.0,0.0,0.4404,pos,0.0,1.0,0.0,0.4404,pos
4.0,Super product,Sanaulla Shaik,4months ago,2020-04-03,Super product,0.0,0.796,0.204,0.5994,pos,0.0,0.796,0.204,0.5994,pos
5.0,Good,KATIPOGU BABU,4months ago,2020-04-03,Good,0.0,1.0,0.0,0.4404,pos,0.0,1.0,0.0,0.4404,pos
5.0,good,Marimuthu  Rajendran ,4months ago,2020-04-03,good,0.0,1.0,0.0,0.4404,pos,0.0,1.0,0.0,0.4404,pos
4.0,Best product,Parandham Dandu,4months ago,2020-04-03,Best product,0.0,0.808,0.192,0.6369,pos,0.0,0.808,0.192,0.6369,pos
4.0,Good product,Abhijit Das,4months ago,2020-04-03,Good product,0.0,0.744,0.256,0.4404,pos,0.0,0.744,0.256,0.4404,pos
5.0,Nice product.affordable price and worth buying,Flipkart Customer,4months ago,2020-04-03,Nice product affordable price worth buying,0.0,0.54,0.46,0.5719,pos,0.0,0.54,0.46,0.5719,pos
4.0,NiCe..,Flipkart Customer,4months ago,2020-04-03,NiCe,0.0,1.0,0.0,0.4215,pos,0.0,1.0,0.0,0.4215,pos
5.0,Super project,Afjal Ali,4months ago,2020-04-03,Super project,0.0,0.796,0.204,0.5994,pos,0.0,0.796,0.204,0.5994,pos
4.0,Good product but grain the blade is single .,Naveeth Akbar,4months ago,2020-04-03,Good product grain blade single,0.0,0.42,0.58,0.4404,pos,0.0,0.196,0.804,0.2382,pos
5.0,Good product,Manjeet  Kaur,4months ago,2020-04-03,Good product,0.0,0.744,0.256,0.4404,pos,0.0,0.744,0.256,0.4404,pos
4.0,Value for money,Flipkart Customer,4months ago,2020-04-03,Value money,0.0,0.706,0.294,0.34,pos,0.0,0.545,0.455,0.34,pos
3.0,Ok,Arumugasamy Arumugam,4months ago,2020-04-03,Ok,0.0,1.0,0.0,0.296,pos,0.0,1.0,0.0,0.296,pos
5.0,Super,Flipkart Customer,4months ago,2020-04-03,Super,0.0,1.0,0.0,0.5994,neu,0.0,1.0,0.0,0.5994,neu
5.0,Gud in work,anu kn,4months ago,2020-04-03,Gud work,0.0,0.0,1.0,0.0,pos,0.0,0.0,1.0,0.0,pos
3.0,Delicate tops,Janardhan C,4months ago,2020-04-03,Delicate top,0.0,1.0,0.0,0.25,pos,0.0,1.0,0.0,0.5423,pos
5.0,Good product,Flipkart Customer,4months ago,2020-04-03,Good product,0.0,0.744,0.256,0.4404,pos,0.0,0.744,0.256,0.4404,pos
4.0,Good,Ranjith kv,4months ago,2020-04-03,Good,0.0,1.0,0.0,0.4404,pos,0.0,1.0,0.0,0.4404,pos
4.0,Nice product,Sukumar Selvaraj,4months ago,2020-04-03,Nice product,0.0,0.737,0.263,0.4215,pos,0.0,0.737,0.263,0.4215,pos
4.0,It's okay,Flipkart Customer,4months ago,2020-04-03,It okay,0.0,0.655,0.345,0.2263,pos,0.0,0.655,0.345,0.2263,pos
5.0,It is good ।,Flipkart Customer,4months ago,2020-04-03,It good,0.0,0.744,0.256,0.4404,pos,0.0,0.492,0.508,0.4404,pos
4.0,Very good product...,Vinoth Baskaran,4months ago,2020-04-03,Very good product,0.0,0.615,0.385,0.4927,pos,0.0,0.615,0.385,0.4927,pos
4.0,Good product,Ramraj Pj,4months ago,2020-04-03,Good product,0.0,0.744,0.256,0.4404,pos,0.0,0.744,0.256,0.4404,pos
5.0,Worth the money spent,soundari Ramalingam,4months ago,2020-04-03,Worth money spent,0.0,0.487,0.513,0.2263,pos,0.0,0.388,0.612,0.2263,pos
3.0,Not bad,Pradeep Mangala,4months ago,2020-04-03,Not bad,0.0,0.74,0.26,0.431,pos,0.0,0.74,0.26,0.431,pos
5.0,Super product,Flipkart Customer,4months ago,2020-04-03,Super product,0.0,0.796,0.204,0.5994,pos,0.0,0.796,0.204,0.5994,pos
4.0,Nice product,Flipkart Customer,4months ago,2020-04-03,Nice product,0.0,0.737,0.263,0.4215,pos,0.0,0.737,0.263,0.4215,pos
5.0,Nice,Flipkart Customer,4months ago,2020-04-03,Nice,0.0,1.0,0.0,0.4215,pos,0.0,1.0,0.0,0.4215,neu
5.0,Super...no way,Manirajan M,4months ago,2020-04-03,Super way,0.0,0.796,0.204,0.5994,pos,0.0,0.0,1.0,0.0,pos
3.0,Worth for money,Flipkart Customer,4months ago,2020-04-03,Worth money,0.0,0.655,0.345,0.2263,pos,0.0,0.487,0.513,0.2263,pos
5.0,Thanks,Pinki Sarkar,4months ago,2020-04-03,Thanks,0.0,1.0,0.0,0.4404,pos,0.0,1.0,0.0,0.4404,pos
4.0,good,Flipkart Customer,4months ago,2020-04-03,good,0.0,1.0,0.0,0.4404,pos,0.0,1.0,0.0,0.4404,pos
4.0,good,Mathesh Thangavel,4months ago,2020-04-03,good,0.0,1.0,0.0,0.4404,pos,0.0,1.0,0.0,0.4404,pos
5.0,very nice,zuber  alam,4months ago,2020-04-03,nice,0.0,1.0,0.0,0.4215,neg,0.0,0.756,0.244,0.4754,neg
3.0,Product Is Good But Packing is Very Bad..,Flipkart Customer,4months ago,2020-04-03,Product Is Good But Packing Very Bad,0.427,0.161,0.412,-0.6416,pos,0.395,0.148,0.457,-0.6416,pos
4.0,"Product is good,",Flipkart Customer,4months ago,2020-04-03,Product good,0.0,0.744,0.256,0.4404,pos,0.0,0.592,0.408,0.4404,pos
4.0,Nice product,Flipkart Customer,4months ago,2020-04-03,Nice product,0.0,0.737,0.263,0.4215,pos,0.0,0.737,0.263,0.4215,pos
3.0,Good,mathav suresh,4months ago,2020-04-03,Good,0.0,1.0,0.0,0.4404,pos,0.0,1.0,0.0,0.4404,pos
5.0,Thoroughly satisfied,Flipkart Customer,4months ago,2020-04-03,Thoroughly satisfied,0.0,0.756,0.244,0.4754,pos,0.0,0.756,0.244,0.4754,pos
5.0,"Good , very fast delivered time thank you,",E.pazhanivel Erasanattan,4months ago,2020-04-03,Good fast delivered time thank,0.0,0.643,0.357,0.6597,neu,0.0,0.474,0.526,0.6597,neu
5.0,Silent performance,Nag Srinu,4months ago,2020-04-03,Silent performance,0.0,0.0,1.0,0.0,pos,0.0,0.0,1.0,0.0,pos
5.0,Nice price,Flipkart Customer,4months ago,2020-04-03,Nice price,0.0,0.737,0.263,0.4215,pos,0.0,0.737,0.263,0.4215,pos
5.0,very good working nice,Flipkart Customer,4months ago,2020-04-03,good working nice,0.0,0.851,0.149,0.6908,pos,0.0,0.758,0.242,0.7397,pos
5.0,Super good,M.MANIVEL M.MANIVEL,4months ago,2020-04-03,Super good,0.0,1.0,0.0,0.7783,pos,0.0,1.0,0.0,0.7783,pos
5.0,too good product I so happy with this product,Saba Mansoori,4months ago,2020-04-03,good product I happy product,0.0,0.688,0.312,0.765,pos,0.0,0.522,0.478,0.8244,pos
5.0,nice,Flipkart Customer,4months ago,2020-04-03,nice,0.0,1.0,0.0,0.4215,pos,0.0,1.0,0.0,0.4215,pos
5.0,Ok good,நரேஷ் ,4months ago,2020-04-03,Ok good,0.0,1.0,0.0,0.6249,pos,0.0,1.0,0.0,0.6249,pos
5.0,Awesome product,Flipkart Customer,4months ago,2020-04-03,Awesome product,0.0,0.804,0.196,0.6249,pos,0.0,0.804,0.196,0.6249,pos
4.0,Good working,Prabakaran Praba,4months ago,2020-04-03,Good working,0.0,0.744,0.256,0.4404,pos,0.0,0.744,0.256,0.4404,pos
5.0,Worth for money,Flipkart Customer,4months ago,2020-04-03,Worth money,0.0,0.655,0.345,0.2263,pos,0.0,0.487,0.513,0.2263,pos
4.0,Good product worth for the price,Flipkart Customer,4months ago,2020-04-03,Good product worth price,0.0,0.706,0.294,0.5859,pos,0.0,0.545,0.455,0.5859,pos
3.0,Good item.,Davanam Praveen Kumar,4months ago,2020-04-03,Good item,0.0,0.744,0.256,0.4404,pos,0.0,0.744,0.256,0.4404,pos
4.0,Nice mixer grinder i like it but something burning smell while grinding,Flipkart Customer,4months ago,2020-04-03,Nice mixer grinder like something burning smell grind,0.0,0.469,0.531,0.6486,pos,0.0,0.267,0.733,0.3919,pos
4.0,Nice,subbu  mudunuri,4months ago,2020-04-03,Nice,0.0,1.0,0.0,0.4215,neu,0.0,1.0,0.0,0.4215,neu
5.0,Lit and finished quality os,suraj singh,4months ago,2020-04-03,Lit finish quality o,0.0,0.0,1.0,0.0,pos,0.0,0.0,1.0,0.0,pos
5.0,i think low cost big benefit,Flipkart Customer,4months ago,2020-04-03,think low cost big benefit,0.259,0.37,0.37,0.2263,pos,0.231,0.33,0.44,0.2263,pos
5.0,Ok,Amjuri Nookaraju,4months ago,2020-04-03,Ok,0.0,1.0,0.0,0.296,pos,0.0,1.0,0.0,0.296,pos
4.0,Compact and good  value for money,Flipkart Customer,4months ago,2020-04-03,Compact good value money,0.0,0.726,0.274,0.6486,neu,0.0,0.57,0.43,0.6486,pos
3.0,Not bad not good,seetharamireddy marella,4months ago,2020-04-03,Not bad good,0.385,0.456,0.16,0.1139,neu,0.0,0.71,0.29,0.5981,neu
4.0,Got it... Need to check by working,Sujith Sreenivas,4months ago,2020-04-03,Got Need check work,0.0,0.0,1.0,0.0,pos,0.0,0.0,1.0,0.0,pos
4.0,Nice,Flipkart Aman,4months ago,2020-04-03,Nice,0.0,1.0,0.0,0.4215,pos,0.0,1.0,0.0,0.4215,pos
5.0,Good,Pradip Barik,4months ago,2020-04-03,Good,0.0,1.0,0.0,0.4404,pos,0.0,1.0,0.0,0.4404,pos
5.0,Excellent,Samim Akhtar,4months ago,2020-04-03,Excellent,0.0,1.0,0.0,0.5719,pos,0.0,1.0,0.0,0.5719,pos
4.0,Good thank to flipkart,Flipkart Customer,4months ago,2020-04-03,Good thank flipkart,0.0,0.844,0.156,0.6597,pos,0.0,0.73,0.27,0.6597,pos
5.0,Wonderful,Flipkart Customer,4months ago,2020-04-03,Wonderful,0.0,1.0,0.0,0.5719,pos,0.0,1.0,0.0,0.5719,pos
4.0,Excellent performance...,Flipkart Customer,4months ago,2020-04-03,Excellent performance,0.0,0.787,0.213,0.5719,pos,0.0,0.787,0.213,0.5719,pos
4.0,Good Quality product also the accessories and the parts of the product is completely awful thank you Flipkart,Vishal Mundhe,4months ago,2020-04-03,Good Quality product also accessory part product completely awful thank Flipkart,0.194,0.335,0.471,0.3368,pos,0.137,0.237,0.626,0.3368,pos
5.0,Good,Pradip Barik,4months ago,2020-04-03,Good,0.0,1.0,0.0,0.4404,pos,0.0,1.0,0.0,0.4404,pos
5.0,Excellent,Samim Akhtar,4months ago,2020-04-03,Excellent,0.0,1.0,0.0,0.5719,pos,0.0,1.0,0.0,0.5719,pos
4.0,Good thank to flipkart,Flipkart Customer,4months ago,2020-04-03,Good thank flipkart,0.0,0.844,0.156,0.6597,pos,0.0,0.73,0.27,0.6597,pos
5.0,Wonderful,Flipkart Customer,4months ago,2020-04-03,Wonderful,0.0,1.0,0.0,0.5719,pos,0.0,1.0,0.0,0.5719,pos
4.0,Excellent performance...,Flipkart Customer,4months ago,2020-04-03,Excellent performance,0.0,0.787,0.213,0.5719,pos,0.0,0.787,0.213,0.5719,pos
4.0,Good Quality product also the accessories and the parts of the product is completely awful thank you Flipkart,Vishal Mundhe,4months ago,2020-04-03,Good Quality product also accessory part product completely awful thank Flipkart,0.194,0.335,0.471,0.3368,pos,0.137,0.237,0.626,0.3368,pos
5.0,Good product,AJAYA.KUMAR K.T,4months ago,2020-04-03,Good product,0.0,0.744,0.256,0.4404,neu,0.0,0.744,0.256,0.4404,neu
5.0,Noise,Murthy  Rakurthi,4months ago,2020-04-03,Noise,0.0,0.0,1.0,0.0,pos,0.0,0.0,1.0,0.0,pos
4.0,Very good,Sanjay Ray,4months ago,2020-04-03,Very good,0.0,0.762,0.238,0.4927,pos,0.0,0.762,0.238,0.4927,pos
5.0,Value of money,Praveen  G,4months ago,2020-04-03,Value money,0.0,0.706,0.294,0.34,pos,0.0,0.545,0.455,0.34,pos
5.0,Great,Flipkart Customer,4months ago,2020-04-03,Great,0.0,1.0,0.0,0.6249,pos,0.0,1.0,0.0,0.6249,pos
4.0,Not bad.,Manjunath  Chitrali,4months ago,2020-04-03,Not bad,0.0,0.74,0.26,0.431,pos,0.0,0.74,0.26,0.431,pos
5.0,Super,Flipkart Customer,4months ago,2020-04-03,Super,0.0,1.0,0.0,0.5994,pos,0.0,1.0,0.0,0.5994,pos
5.0,Nice,Bhau  Nanaware,4months ago,2020-04-03,Nice,0.0,1.0,0.0,0.4215,pos,0.0,1.0,0.0,0.4215,pos
4.0,Good product,Ashraf Husain,4months ago,2020-04-03,Good product,0.0,0.744,0.256,0.4404,pos,0.0,0.744,0.256,0.4404,pos
5.0,Awesome,Lovely Gupta,4months ago,2020-04-03,Awesome,0.0,1.0,0.0,0.6249,pos,0.0,1.0,0.0,0.6249,pos
5.0,Nice work,Flipkart Customer,4months ago,2020-04-03,Nice work,0.0,0.737,0.263,0.4215,pos,0.0,0.737,0.263,0.4215,pos
4.0,Beauty Full looking butterfly mixer,Flipkart Customer,4months ago,2020-04-03,Beauty Full look butterfly mixer,0.0,0.487,0.513,0.5859,pos,0.0,0.487,0.513,0.5859,pos
5.0,Superb,Mamidi Suhasini,4months ago,2020-04-03,Superb,0.0,1.0,0.0,0.6249,pos,0.0,1.0,0.0,0.6249,pos
4.0,Ok so good,Flipkart Customer,4months ago,2020-04-03,Ok good,0.0,1.0,0.0,0.6249,pos,0.0,0.844,0.156,0.659,pos
5.0,Super,Flipkart Customer,4months ago,2020-04-03,Super,0.0,1.0,0.0,0.5994,pos,0.0,1.0,0.0,0.5994,pos
4.0,Wonderful,RAMESH S KUMAR,4months ago,2020-04-03,Wonderful,0.0,1.0,0.0,0.5719,pos,0.0,1.0,0.0,0.5719,pos
5.0,Good Product,Bedanta Dutta,4months ago,2020-04-03,Good Product,0.0,0.744,0.256,0.4404,pos,0.0,0.744,0.256,0.4404,pos
5.0,Super product I like it,Flipkart Customer,4months ago,2020-04-03,Super product I like,0.0,0.762,0.238,0.7506,pos,0.0,0.681,0.319,0.7506,pos
3.0,Ok,shareef shaik,4months ago,2020-04-03,Ok,0.0,1.0,0.0,0.296,pos,0.0,1.0,0.0,0.296,pos
5.0,Nice product,Ashat Ashatt,4months ago,2020-04-03,Nice product,0.0,0.737,0.263,0.4215,pos,0.0,0.737,0.263,0.4215,pos
5.0,It's like sansanasana  Na Na Na Na Nice experience...Must buy it,Diya Roy,4months ago,2020-04-03,It like sansanasana Na Na Na Na Nice experience Must buy,0.0,0.371,0.629,0.6486,pos,0.0,0.371,0.629,0.6486,pos
5.0,Super good fantastic awesome best quality,Flipkart Customer,4months ago,2020-04-03,Super good fantastic awesome best quality,0.0,0.949,0.051,0.9623,pos,0.0,0.949,0.051,0.9623,pos
5.0,Best,Radhey Negi,4months ago,2020-04-03,Best,0.0,1.0,0.0,0.6369,pos,0.0,1.0,0.0,0.6369,pos
5.0,good,Flipkart Customer,4months ago,2020-04-03,good,0.0,1.0,0.0,0.4404,pos,0.0,1.0,0.0,0.4404,pos
4.0,Good mixer grinder at this price. Overall performance is also good,Mohammadbhai Hasanali Wadiwala,4months ago,2020-04-03,Good mixer grinder price Overall performance also good,0.0,0.492,0.508,0.7003,pos,0.0,0.392,0.608,0.7003,pos
5.0,Awesome,Flipkart Customer,4months ago,2020-04-03,Awesome,0.0,1.0,0.0,0.6249,pos,0.0,1.0,0.0,0.6249,pos
5.0,Good product,Kaleesha Valli,4months ago,2020-04-03,Good product,0.0,0.744,0.256,0.4404,pos,0.0,0.744,0.256,0.4404,pos
3.0,Good,Abdul Javid,4months ago,2020-04-03,Good,0.0,1.0,0.0,0.4404,pos,0.0,1.0,0.0,0.4404,pos
5.0,Really it’s a great product Very compact and worth of cost.,Flipkart Customer,4months ago,2020-04-03,Really great product Very compact worth cost,0.0,0.568,0.432,0.763,neg,0.0,0.42,0.58,0.7599,neg
4.0,Jar broken in the edge,meshok raj,4months ago,2020-04-03,Jar broken edge,0.608,0.0,0.392,-0.4767,pos,0.437,0.0,0.563,-0.4767,pos
4.0,Super product,Flipkart Customer,4months ago,2020-04-03,Super product,0.0,0.796,0.204,0.5994,pos,0.0,0.796,0.204,0.5994,pos
5.0,Very good delivery boy.,Jairam Upadhyay,4months ago,2020-04-03,Very good delivery boy,0.0,0.516,0.484,0.4927,pos,0.0,0.516,0.484,0.4927,pos
3.0,Nice product,Negala Rajesh,4months ago,2020-04-03,Nice product,0.0,0.737,0.263,0.4215,pos,0.0,0.737,0.263,0.4215,pos
5.0,Nice product,peta rohith,4months ago,2020-04-03,Nice product,0.0,0.737,0.263,0.4215,neg,0.0,0.737,0.263,0.4215,neg
5.0,Come  fast war rabot,pradeep bm,4months ago,2020-04-03,Come fast war rabot,0.565,0.0,0.435,-0.5994,pos,0.565,0.0,0.435,-0.5994,pos
4.0,Working fine. Great product,Sudesh,4months ago,2020-04-03,Working fine Great product,0.0,0.747,0.253,0.7096,pos,0.0,0.747,0.253,0.7096,pos
5.0,Good,cheekati sitaram,4months ago,2020-04-03,Good,0.0,1.0,0.0,0.4404,pos,0.0,1.0,0.0,0.4404,pos
3.0,Good,Abdul Javid,4months ago,2020-04-03,Good,0.0,1.0,0.0,0.4404,pos,0.0,1.0,0.0,0.4404,pos
5.0,Really it’s a great product Very compact and worth of cost.,Flipkart Customer,4months ago,2020-04-03,Really great product Very compact worth cost,0.0,0.568,0.432,0.763,neg,0.0,0.42,0.58,0.7599,neg
4.0,Jar broken in the edge,meshok raj,4months ago,2020-04-03,Jar broken edge,0.608,0.0,0.392,-0.4767,pos,0.437,0.0,0.563,-0.4767,pos
4.0,Super product,Flipkart Customer,4months ago,2020-04-03,Super product,0.0,0.796,0.204,0.5994,pos,0.0,0.796,0.204,0.5994,pos
5.0,Very good delivery boy.,Jairam Upadhyay,4months ago,2020-04-03,Very good delivery boy,0.0,0.516,0.484,0.4927,pos,0.0,0.516,0.484,0.4927,pos
3.0,Nice product,Negala Rajesh,4months ago,2020-04-03,Nice product,0.0,0.737,0.263,0.4215,pos,0.0,0.737,0.263,0.4215,pos
5.0,Nice product,peta rohith,4months ago,2020-04-03,Nice product,0.0,0.737,0.263,0.4215,neg,0.0,0.737,0.263,0.4215,neg
5.0,Come  fast war rabot,pradeep bm,4months ago,2020-04-03,Come fast war rabot,0.565,0.0,0.435,-0.5994,pos,0.565,0.0,0.435,-0.5994,pos
4.0,Working fine. Great product,Sudesh,4months ago,2020-04-03,Working fine Great product,0.0,0.747,0.253,0.7096,pos,0.0,0.747,0.253,0.7096,pos
5.0,Good,cheekati sitaram,4months ago,2020-04-03,Good,0.0,1.0,0.0,0.4404,pos,0.0,1.0,0.0,0.4404,pos
4.0,Good  but jar caps,shaik rafee,4months ago,2020-04-03,Good jar cap,0.0,0.592,0.408,0.4404,pos,0.0,0.394,0.606,0.2382,pos
5.0,Nice,Flipkart Customer,4months ago,2020-04-03,Nice,0.0,1.0,0.0,0.4215,pos,0.0,1.0,0.0,0.4215,pos
5.0,Super,r.vinayagamurugavel r.v.murugavel,4months ago,2020-04-03,Super,0.0,1.0,0.0,0.5994,pos,0.0,1.0,0.0,0.5994,pos
4.0,Good,Suriya Vel,4months ago,2020-04-03,Good,0.0,1.0,0.0,0.4404,pos,0.0,1.0,0.0,0.4404,pos
5.0,Good,Gokul Raj,4months ago,2020-04-03,Good,0.0,1.0,0.0,0.4404,pos,0.0,1.0,0.0,0.4404,pos
5.0,Super cute very good products,Flipkart Customer,4months ago,2020-04-03,Super cute good product,0.0,0.907,0.093,0.8689,pos,0.0,0.835,0.165,0.8777,pos
5.0,Good,Soorya V,4months ago,2020-04-03,Good,0.0,1.0,0.0,0.4404,pos,0.0,1.0,0.0,0.4404,pos
5.0,Excellent,varadha  nidi,4months ago,2020-04-03,Excellent,0.0,1.0,0.0,0.5719,pos,0.0,1.0,0.0,0.5719,pos
3.0,Not Bad...,Flipkart Customer,4months ago,2020-04-03,Not Bad,0.0,0.74,0.26,0.431,pos,0.0,0.74,0.26,0.431,pos
5.0,Excellent work,Flipkart Customer,4months ago,2020-04-03,Excellent work,0.0,0.787,0.213,0.5719,pos,0.0,0.787,0.213,0.5719,pos
4.0,Nice... product...,sai bhaviri,4months ago,2020-04-03,Nice product,0.0,0.737,0.263,0.4215,pos,0.0,0.737,0.263,0.4215,pos
4.0,Best product ever purchased,Dhilip Reigns,4months ago,2020-04-03,Best product ever purchase,0.0,0.583,0.417,0.6369,pos,0.0,0.583,0.417,0.6369,pos
5.0,Very super,Santhosh,4months ago,2020-04-03,Very super,0.0,0.807,0.193,0.6361,pos,0.0,0.807,0.193,0.6361,pos
5.0,Good product. Paisa basal,Avinash Kumar,4months ago,2020-04-03,Good product Paisa basal,0.0,0.492,0.508,0.4404,pos,0.0,0.492,0.508,0.4404,pos
5.0,Nice performance,Ragavan N,4months ago,2020-04-03,Nice performance,0.0,0.737,0.263,0.4215,pos,0.0,0.737,0.263,0.4215,pos
5.0,Very nice and  good product,Bhalchandra Salunkhe,4months ago,2020-04-03,Very nice good product,0.0,0.758,0.242,0.7408,neg,0.0,0.676,0.324,0.7397,pos
3.0,Jar lid not suitable. Small jar no handle. Worst product.,Flipkart Customer,4months ago,2020-04-03,Jar lid suitable Small jar handle Worst product,0.369,0.0,0.631,-0.6249,pos,0.163,0.244,0.593,0.2718,pos
3.0,Very nice,Flipkart Customer,4months ago,2020-04-03,Very nice,0.0,0.756,0.244,0.4754,pos,0.0,0.756,0.244,0.4754,pos
4.0,Very good product,Flipkart Customer,4months ago,2020-04-03,Very good product,0.0,0.615,0.385,0.4927,pos,0.0,0.615,0.385,0.4927,pos
3.0,Ok,Flipkart Customer,4months ago,2020-04-03,Ok,0.0,1.0,0.0,0.296,pos,0.0,1.0,0.0,0.296,pos
4.0,Everything is up to the mark but the grinding jar become very hot after grinding.I think USHA is more powerful.,PRITAM Gupta,4months ago,2020-04-03,Everything mark grinding jar become hot grind I think USHA powerful,0.0,0.219,0.781,0.4215,pos,0.0,0.179,0.821,0.6297,pos
4.0,Super but it is two pin,Flipkart Customer,4months ago,2020-04-03,Super two pin,0.0,0.661,0.339,0.5994,pos,0.0,0.329,0.671,0.3506,pos
